ItemNo,Participant,Trial,ACondition,Plaus,Heard Answer,HA Wlength,Anumber,List,QCondition,QFile,Qnumber,Question,Expected Answer,EA Wlength,QLSA,response,Correct,Incorrect,Prop Heard,Block,Plaus HIT,Plaus Incorrect,NumberOfPlausibleWordsReported,NumberOfPlausibleWordsNotReported,Prop Expected
12,77615,8,Implausible,1,The White House,3,27,2a,Predictable,10P,10,Which young wizard defeated Lord Voldemort?,Harry Potter,2,0.98,the whitehouse,3,0,1,2,0,2,0,2,0
7,77615,9,Implausible,1.09,Tom Hanks,2,29,2a,Predictable,4P,4,What colours are pandas?,Black and white,3,0.98,tall house,0,2,0,2,0,3,0,3,0
8,77615,10,Implausible,1.09,Theresa May,2,28,2a,Predictable,1P,1,Which cutlery should I use to cut my food?,A knife and fork,4,0.82,unclear,0,2,0,2,0,4,0,4,0
16,77615,11,Implausible,1.36,Kings Cross,2,14,2a,Predictable,13P,13,Which character starred in the famous 007 films?,James Bond,2,0.95,King's cross,2,0,1,3,0,2,0,2,0
3,77615,12,Implausible,1.36,Andy Murray,2,2,2a,Predictable,12P,12,How did The Titanic sink?,It hit an iceberg,4,0.72,unclear,0,2,0,3,0,4,0,4,0
28,77615,13,Implausible,1.73,The Amazon River,3,21,2a,Predictable,8P,8,Who is the newly elected president of America?,Donald Trump,2,0.94,the Amazon River,3,0,1,3,0,2,0,2,0
19,77615,14,Implausible,1.09,October thirty first,3,18,2a,Predictable,22P,22,Which tall building is in Paris?,The Eiffel Tower,3,0.82,October thirty-first,3,0,1,3,0,3,0,3,0
13,89264,1,Plausible,5.82,New Years Eve,3,16,3b,Unpredictable,16U,16,When would you like to go for drinks?,New Years Eve,3,0.57,Tuesday,0,3,0,1,0,3,0,3,0
20,89264,2,Plausible,6.73,The Thames,2,25,3b,Unpredictable,25U,25,Where did you go on your boat ride yesterday?,The Thames,2,0.33,The coast,1,1,0.5,1,1,1,1,1,0.5
31,89264,3,Plausible,6.91,Buzz Lightyear,2,6,3b,Unpredictable,6U,6,Who is your favourite animated character?,Buzz Lightyear,2,0.16,Buzz Lightyear,2,0,1,1,2,0,2,0,1
24,89264,4,Plausible,6.6,Buckingham Palace,2,5,3b,Unpredictable,5U,5,Which tourist attraction would you like to visit in London?,Buckingham Palace,2,0.33,Buckingham Palace,2,0,1,1,2,0,2,0,1
10,89264,5,Plausible,4.82,The Amazon River,3,21,3b,Unpredictable,21U,21,Where did you go swimming yesterday?,The Amazon river,3,0.34,The Amazon River,3,0,1,1,3,0,3,0,1
2,89264,6,Plausible,6.36,Kings Cross,2,14,3b,Unpredictable,14U,14,Where are you getting a train from?,Kings Cross,2,0.32,King's Cross,2,0,1,2,2,0,2,0,1
18,89264,7,Plausible,6.73,October thirty first,3,18,3b,Unpredictable,18U,18,When do you next have a day off work?,October thirty first,3,0.58,October 31st,3,0,1,2,3,0,3,0,1
29,89264,8,Plausible,6.82,Andy Murray,2,2,3b,Unpredictable,2U,2,Who is your favourite sportsman?,Andy Murray,2,0.19,Andy Murray,2,0,1,2,2,0,2,0,1
23,89264,9,Plausible,5.82,Ten Downing Street,3,20,3b,Unpredictable,20U,20,Where would you like to go today?,Ten Downing Street,3,0.3,10 Downing Street,3,0,1,2,3,0,3,0,1
6,89264,10,Plausible,5.27,The Northern Lights,3,24,3b,Unpredictable,24U,24,What can you see out of your window?,The Northern Lights,3,0.28,The Northern Lights,3,0,1,2,3,0,3,0,1
17,89264,11,Plausible,6.73,December 25th,3,7,3b,Unpredictable,7U,7,When is your birthday?,December twenty fifth,3,0.5,December 25th,3,0,1,3,3,0,3,0,1
22,89264,12,Plausible,6.82,The White House,3,27,3b,Unpredictable,27U,27,Where would you like to go when you visit America?,The White House,3,0.41,The White House,3,0,1,3,3,0,3,0,1
9,89264,13,Plausible,6.91,The Tube,2,26,3b,Unpredictable,26U,26,What is your least favourite method of transport?,The Tube,2,0.39,The Tube,2,0,1,3,2,0,2,0,1
15,89264,14,Plausible,5.46,Big Ben,2,3,3b,Unpredictable,3U,3,What is your brother's nickname?,Big Ben,2,0.11,Big Ben,2,0,1,3,2,0,2,0,1
